date,value
2009/10/9,319667
2009/10/2,319333
2009/9/25,320467
2009/9/18,317671
2009/9/11,314816
2009/9/4,319545
2009/8/28,325351
2009/8/21,325723
2009/8/14,325595
2009/8/7,333992
2009/7/31,331296
2009/7/24,329626
2009/7/17,324474
2009/7/10,326270
2009/7/3,329083
2009/6/26,331784
2009/6/19,335444
2009/6/12,339312
2009/6/5,343186
2009/5/29,347582
2009/5/22,344716
2009/5/15,350129
2009/5/8,352234
2009/5/1,356863
2009/4/24,355909
2009/4/17,351856
2009/4/10,347999
2009/4/3,342328
2009/3/27,340912
2009/3/20,338068
2009/3/13,334766
2009/3/6,332824
2009/2/27,332309
2009/2/20,333066
2009/2/13,332349
2009/2/6,332487
2009/1/30,327868
2009/1/23,320698
2009/1/16,314480
2009/1/9,308380
2009/1/2,307236
2008/12/26,301142
2008/12/19,300593
2008/12/12,303694
2008/12/5,303169
2008/11/28,302817
2008/11/21,303273
2008/11/14,295993
2008/11/7,294394
2008/10/31,294444
2008/10/24,294390
2008/10/17,293897
2008/10/10,290715
2008/10/3,285104
2008/9/26,276912
2008/9/19,272634
2008/9/12,274154
2008/9/5,280482
2008/8/29,286362
2008/8/22,288260
2008/8/15,288437
2008/8/8,279047
2008/8/1,279363
2008/7/25,277865
2008/7/18,277946
2008/7/11,279504
2008/7/4,276552
2008/6/27,282258
2008/6/20,284240
2008/6/13,283437
2008/6/6,284679
2008/5/30,289256
2008/5/23,294058
2008/5/16,302941
2008/5/9,308258
2008/5/2,308082
2008/4/25,302429
2008/4/18,298581
2008/4/11,296160
2008/4/4,298516
2008/3/28,301723
2008/3/21,294406
2008/3/14,294318
2008/3/7,294185
2008/2/29,287785
2008/2/22,290841
2008/2/15,287610
2008/2/8,283406
2008/2/1,282340
2008/1/25,275472
2008/1/18,271917
2008/1/11,269620
2008/1/4,265361
2007/12/28,271865
2007/12/21,275921
2007/12/14,279220
2007/12/7,286806
2007/11/30,287895
2007/11/23,295808
2007/11/16,296260
2007/11/9,297331
2007/11/2,294517
2007/10/26,295477
2007/10/19,299371
2007/10/12,304659
2007/10/5,302875
2007/9/28,304684
2007/9/21,303546
2007/9/14,301704
2007/9/7,305578
2007/8/31,312591
2007/8/24,316563
2007/8/17,320049
2007/8/10,318159
2007/8/3,323326
2007/7/27,327287
2007/7/20,333784
2007/7/13,334887
2007/7/6,335336
2007/6/29,336924
2007/6/22,333773
2007/6/15,332211
2007/6/8,325309
2007/6/1,325227
2007/5/25,325014
2007/5/18,326970
2007/5/11,325001
2007/5/4,323940
2007/4/27,318468
2007/4/20,317299
2007/4/13,315225
2007/4/6,316219
2007/3/30,315387
2007/3/23,311080
2007/3/16,311926
2007/3/9,308002
2007/3/2,306822
2007/2/23,311719
2007/2/16,310298
2007/2/9,306604
2007/2/2,307193
2007/1/26,307711
2007/1/19,305027
2007/1/12,304238
2007/1/5,297470
2006/12/29,303219
2006/12/22,304518
2006/12/15,312650
2006/12/8,318973
2006/12/1,323268
2006/11/24,324458
2006/11/17,324818
2006/11/10,319657
2006/11/3,318374
2006/10/27,317857
2006/10/20,315947
2006/10/13,319152
2006/10/6,314132
2006/9/29,312001
2006/9/22,308646
2006/9/15,308755
2006/9/8,311603
2006/9/1,314507
2006/8/25,316611
2006/8/18,314130
2006/8/11,314773
2006/8/4,316380
2006/7/28,317566
2006/7/21,319340
2006/7/14,319310
2006/7/7,319159
2006/6/30,325089
2006/6/23,327510
2006/6/16,330839
2006/6/9,329454
2006/6/2,330434
2006/5/26,329151
2006/5/19,327552
2006/5/12,330550
2006/5/5,330615
2006/4/28,330289
2006/4/21,328562
2006/4/14,328788
2006/4/7,329594
2006/3/31,326442
2006/3/24,324332
2006/3/17,322302
2006/3/10,323612
2006/3/3,318776
2006/2/24,312135
2006/2/17,310497
2006/2/10,309376
2006/2/3,304523
2006/1/27,304935
2006/1/20,303016
2006/1/13,305325
2006/1/6,302584
2005/12/30,305527
2005/12/23,306540
2005/12/16,306422
2005/12/9,305122
2005/12/2,304230
2005/11/25,301443
2005/11/18,305631
2005/11/11,305277
2005/11/4,307436
2005/10/28,303027
2005/10/21,300293
2005/10/14,295879
2005/10/7,290324
2005/9/30,289398
2005/9/23,289644
2005/9/16,292056
2005/9/9,292378
2005/9/2,298938
2005/8/26,305363
2005/8/19,306883
2005/8/12,305031
2005/8/5,304790
2005/7/29,302036
2005/7/22,301840
2005/7/15,304085
2005/7/8,304985
2005/7/1,308884
2005/6/24,312453
2005/6/17,311349
2005/6/10,312928
2005/6/3,314711
2005/5/27,317706
2005/5/20,316218
2005/5/13,317905
2005/5/6,313562
2005/4/29,311127
2005/4/22,308447
2005/4/15,303032
2005/4/8,304805
2005/4/1,301151
2005/3/25,298349
2005/3/18,292966
2005/3/11,288869
2005/3/4,286276
2005/2/25,283301
2005/2/18,280906
2005/2/11,280298
2005/2/4,278156
2005/1/28,279566
2005/1/21,279890
2005/1/14,276461
2005/1/7,273060
2004/12/31,275442
2004/12/24,278661
2004/12/17,279520
2004/12/10,277396
2004/12/3,277522
2004/11/26,276981
2004/11/19,276132
2004/11/12,276047
2004/11/5,275232
2004/10/29,273529
2004/10/22,267257
2004/10/15,263313
2004/10/8,262115
2004/10/1,257912
2004/9/24,257031
2004/9/17,253630
2004/9/10,262742
2004/9/3,269754
2004/8/27,271284
2004/8/20,275516
2004/8/13,277216
2004/8/6,278427
2004/7/30,282564
2004/7/23,284379
2004/7/16,283207
2004/7/9,286780
2004/7/2,288952
2004/6/25,288862
2004/6/18,289366
2004/6/11,286951
2004/6/4,286099
2004/5/28,285384
2004/5/21,282605
2004/5/14,282580
2004/5/7,283676
2004/4/30,282748
2004/4/23,282653
2004/4/16,279474
2004/4/9,279266
2004/4/2,276118
2004/3/26,277539
2004/3/19,271841
2004/3/12,264309
2004/3/5,262729
2004/2/27,259092
2004/2/20,257092
2004/2/13,257092
2004/2/6,252192
2004/1/30,255245
2004/1/23,247323
2004/1/16,248839
2004/1/9,247627
2004/1/2,252611
2003/12/26,254466
2003/12/19,258243
2003/12/12,256598
2003/12/5,261722
2003/11/28,267167
2003/11/21,271996
2003/11/14,276885
2003/11/7,273975
2003/10/31,274914
2003/10/24,274865
2003/10/17,271225
2003/10/10,273020
2003/10/3,269223
2003/9/26,264376
2003/9/19,264423
2003/9/12,262933
2003/9/5,259784
2003/8/29,264253
2003/8/22,262492
2003/8/15,262676
2003/8/8,264262
2003/8/1,264082
2003/7/25,260944
2003/7/18,259850
2003/7/11,262189
2003/7/4,265819
2003/6/27,265963
2003/6/20,268079
2003/6/13,272224
2003/6/6,268240
2003/5/30,272931
2003/5/23,270067
2003/5/16,269040
2003/5/9,268376
2003/5/2,271099
2003/4/25,271549
2003/4/18,269727
2003/4/11,260756
2003/4/4,260624
2003/3/28,264122
2003/3/21,257389
2003/3/14,253684
2003/3/7,253212
2003/2/28,257500
2003/2/21,255803
2003/2/14,256837
2003/2/7,253779
2003/1/31,258100
2003/1/24,257156
2003/1/17,257664
2003/1/10,256079
2003/1/3,262508
2002/12/27,262089
2002/12/20,271215
2002/12/13,270500
2002/12/6,272561
2002/11/29,271138
2002/11/22,268062
2002/11/15,271961
2002/11/8,267506
2002/11/1,274396
2002/10/25,270914
2002/10/18,270000
2002/10/11,263223
2002/10/4,254248
2002/9/27,258896
2002/9/20,268878
2002/9/13,271470
2002/9/6,276874
2002/8/30,281926
2002/8/23,286554
2002/8/16,286290
2002/8/9,283437
2002/8/2,290642
2002/7/26,292722
2002/7/19,294699
2002/7/12,298381
2002/7/5,300361
2002/6/28,304766
2002/6/21,303193
2002/6/14,306632
2002/6/7,307115
2002/5/31,308297
2002/5/24,302265
2002/5/17,303801
2002/5/10,299171
2002/5/3,303358
2002/4/26,309034
2002/4/19,304462
2002/4/12,302876
2002/4/5,308541
2002/3/29,308278
2002/3/22,302253
2002/3/15,306697
2002/3/8,304089
2002/3/1,303756
2002/2/22,299422
2002/2/15,301890
2002/2/8,304998
2002/2/1,302497
2002/1/25,300289
2002/1/18,298183
2002/1/11,295434
2002/1/4,294406
2001/12/28,293607
2001/12/21,295777
2001/12/14,293164
2001/12/7,292803
2001/11/30,295140
2001/11/23,290885
2001/11/16,294065
2001/11/9,295285
2001/11/2,295552
2001/10/26,291538
2001/10/19,289082
2001/10/12,286259
2001/10/5,290699
2001/9/28,290827
2001/9/21,289215
2001/9/14,286029
2001/9/7,286655
2001/8/31,285694
2001/8/24,287648
2001/8/17,284951
2001/8/10,288954
2001/8/3,291804
2001/7/27,298463
2001/7/20,299513
2001/7/13,298133
2001/7/6,291112
2001/6/29,294220
2001/6/22,298973
2001/6/15,298981
2001/6/8,299709
2001/6/1,307913
2001/5/25,306411
2001/5/18,308153
2001/5/11,304811
2001/5/4,302335
2001/4/27,301717
2001/4/20,295392
2001/4/13,296817
2001/4/6,290606
2001/3/30,286795
2001/3/23,285110
2001/3/16,273922
2001/3/9,268920
2001/3/2,260949
2001/2/23,263661
2001/2/16,260782
2001/2/9,272662
2001/2/2,269298
2001/1/26,266382
2001/1/19,269952
2001/1/12,271062
2001/1/5,272072
2000/12/29,272771
2000/12/22,274608
2000/12/15,275859
2000/12/8,272826
2000/12/1,276195
2000/11/24,274177
2000/11/17,274255
2000/11/10,268091
2000/11/3,266594
2000/10/27,268151
2000/10/20,269640
2000/10/13,267235
2000/10/6,271752
2000/9/29,270873
2000/9/22,269781
2000/9/15,270282
2000/9/8,272764
2000/9/1,273691
2000/8/25,270948
2000/8/18,268901
2000/8/11,273059
2000/8/4,269659
2000/7/28,268121
2000/7/21,278674
2000/7/14,278400
2000/7/7,278885
2000/6/30,277611
2000/6/23,279405
2000/6/16,279078
2000/6/9,283639
2000/6/2,285075
2000/5/26,289205
2000/5/19,293806
2000/5/12,292857
2000/5/5,292607
2000/4/28,288071
2000/4/21,291335
2000/4/14,286265
2000/4/7,280771
2000/3/31,277924
2000/3/24,276422
2000/3/17,276572
2000/3/10,274933
2000/3/3,274502
2000/2/25,269816
2000/2/18,269487
2000/2/11,269796
2000/2/4,269982
2000/1/28,266614
2000/1/21,275032
2000/1/14,277464
2000/1/7,277549
1999/12/31,274626
1999/12/24,276345
1999/12/17,276646
1999/12/10,277477
1999/12/3,283063
1999/11/26,283338
1999/11/19,287692
1999/11/12,290755
1999/11/5,288955
1999/10/29,288599
1999/10/22,284878
1999/10/15,284609
1999/10/8,281186
1999/10/1,288395
1999/9/24,288862
1999/9/17,293119
1999/9/10,292930
1999/9/3,297212
1999/8/27,301653
1999/8/20,301091
1999/8/13,305616
1999/8/6,307249
1999/7/30,309516
1999/7/23,312916
1999/7/16,318092
1999/7/9,317718
1999/7/2,314030
1999/6/25,314225
1999/6/18,315949
1999/6/11,318672
1999/6/4,316858
